0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
1,0,1,0,17,1,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,2
1,0,0,1,16,0,1,0,1,1,0,4,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,2,0,0,1,0,0,1,1,0,0,4,1,3,3,5,5,18
0,1,1,0,18,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,2
1,0,0,1,18,0,1,1,0,0,1,3,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,2,1,1,0,0,0,0,1,0,1,0,4,4,5,2,4,5,0
1,0,1,0,18,0,1,1,0,0,1,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,3,0,0,1,1,0,0,1,1,1,4,4,4,1,1,3,0
1,0,0,1,15,0,1,1,0,0,1,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,2,0,0,1,0,1,1,1,0,0,4,4,3,1,1,2,2
1,0,1,0,18,0,1,1,0,1,0,4,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,2,0,1,0,0,0,1,1,0,0,4,3,4,1,1,3,6
1,0,0,1,18,0,1,1,0,0,1,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10
1,0,0,1,16,1,0,1,0,0,1,4,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,3,5,5,2,5,4,8
1,0,0,1,15,0,1,1,0,0,1,4,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,1,1,0,1,1,0,0,4,3,3,2,2,5,2
1,0,1,0,15,0,1,1,0,0,1,4,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,1,1,1,0,1,0,1,1,0,4,4,4,1,1,3,2
1,0,1,0,15,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,1,1,1,1,1,1,1,1,0,3,1,2,1,1,1,2
1,0,0,1,15,0,1,0,1,1,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,0,0,1,1,0,0,5,5,5,3,4,5,6
1,0,1,0,18,0,1,1,0,0,1,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,15
1,0,1,0,17,0,1,1,0,0,1,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,4
1,0,1,0,15,0,1,0,1,1,0,3,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,0,1,0,0,1,1,1,1,1,5,3,2,1,1,1,0
1,0,1,0,16,0,1,1,0,0,1,2,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,10
1,0,1,0,19,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,2,0,0,1,0,0,1,0,1,1,3,4,1,1,1,2,20
1,0,0,1,15,0,1,1,0,1,0,2,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,3,0,0,1,0,0,1,1,1,1,4,5,2,1,1,3,0
1,0,0,1,16,0,1,1,0,0,1,4,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,10
1,0,0,1,17,0,1,0,1,0,1,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,2,0,0,1,1,1,1,1,1,0,4,4,4,1,3,5,0
0,1,0,1,17,0,1,1,0,0,1,2,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,2
1,0,0,1,15,0,1,1,0,0,1,4,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,0,0,1,0,1,1,1,1,0,4,3,3,1,1,5,2
0,1,0,1,19,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,2,3,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8
1,0,1,0,15,0,1,1,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,5,2
1,0,0,1,15,1,0,1,0,0,1,4,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,4,0,0,1,1,1,1,1,1,1,1,3,5,3,5,1,6
1,0,1,0,17,0,1,0,1,0,1,4,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,14
0,1,1,0,18,1,0,0,1,1,0,1,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0
1,0,1,0,16,0,1,1,0,0,1,3,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2,0,1,1,1,1,1,1,1,0,4,3,3,2,4,5,54
0,1,0,1,18,0,1,1,0,0,1,4,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,2,0,0,0,1,1,0,1,1,0,3,2,4,1,4,2,4
1,0,1,0,17,1,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2
1,0,0,1,15,0,1,1,0,0,1,4,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,1,1,1,0,4,4,1,1,1,1,0
1,0,1,0,18,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,4,0,0,1,1,1,1,1,0,0,5,2,2,1,1,3,1
1,0,1,0,16,0,1,1,0,0,1,4,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,4,4,4,1,2,2,4
1,0,1,0,17,0,1,1,0,0,1,2,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,0,0,1,1,0,1,1,0,0,3,3,3,1,4,3,3
1,0,1,0,19,0,1,1,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,3,1,0,0,1,1,1,1,1,1,4,3,4,1,3,3,4
1,0,1,0,15,1,0,1,0,0,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,4,3,1,1,1,2,8
1,0,1,0,19,0,1,1,0,0,1,3,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15
1,0,0,1,16,1,0,0,1,0,1,3,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,3,1,0,0,1,1,1,1,1,1,0,3,3,4,3,5,3,8
1,0,1,0,16,0,1,1,0,0,1,1,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2,3,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0
1,0,0,1,19,0,1,1,0,0,1,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,1,0,4,5,2,2,2,4,3
1,0,0,1,16,0,1,0,1,0,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,2,1,2,0,1,0,1,1,1,1,0,2,3,3,2,2,2,8
1,0,0,1,18,1,0,1,0,0,1,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,2,0,1,0,1,1,1,1,0,3,3,3,1,2,4,0
1,0,0,1,16,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,1,0,0,0,0,1,1,0,1,4,4,4,1,3,5,0
1,0,0,1,16,0,1,1,0,0,1,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,2,1,0,0,1,1,0,1,1,0,4,4,2,1,1,3,12
1,0,1,0,17,1,0,0,1,0,1,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,3,0,0,1,1,1,1,1,1,0,3,3,2,2,2,3,3
1,0,0,1,15,0,1,1,0,0,1,2,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,4,2,2,1,2,5,2
1,0,0,1,16,1,0,1,0,0,1,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,0
1,0,0,1,15,0,1,0,1,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2
1,0,1,0,16,0,1,1,0,0,1,3,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,3,0,0,1,1,0,1,1,1,1,4,3,3,1,3,4,0
1,0,1,0,18,0,1,1,0,0,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,2,2,5
1,0,1,0,16,0,1,1,0,0,1,4,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,5,3,4,1,2,1,6
1,0,0,1,15,0,1,1,0,0,1,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,4,0,0,0,0,1,1,1,1,0,3,4,3,1,1,1,8
1,0,1,0,17,0,1,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0
1,0,1,0,16,0,1,1,0,1,0,3,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,1,2,0,1,0,1,0,1,1,1,4,3,2,1,1,5,0
1,0,1,0,16,0,1,1,0,0,1,4,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,0
1,0,0,1,16,0,1,0,1,0,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6
1,0,0,1,15,1,0,1,0,0,1,3,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,2,2,1,1,0,0,1,1,1,1,4,4,4,1,4,3,6
0,1,1,0,17,1,0,1,0,0,1,4,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,4
0,1,1,0,17,0,1,0,1,1,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2
1,0,1,0,19,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,1,1,1,0,1,0,1,1,0,4,4,3,1,3,3,18
1,0,1,0,15,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,0,1,0,1,0,1,1,0,4,3,2,2,3,4,2
1,0,1,0,17,0,1,1,0,0,1,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,12
1,0,0,1,15,0,1,1,0,0,1,4,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,2,0,0,1,1,0,1,1,1,0,5,4,3,1,2,3,2
1,0,0,1,15,1,0,1,0,0,1,3,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4,2,0,0,1,0,0,1,1,0,1,5,3,3,1,1,5,0
1,0,1,0,15,0,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,1,0,3,2,3,1,2,1,2
1,0,1,0,18,0,1,1,0,0,1,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,4,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0
1,0,1,0,17,0,1,1,0,1,0,4,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,2,0,1,1,0,0,1,1,0,0,4,1,4,1,1,1,6
1,0,0,1,19,0,1,1,0,0,1,3,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,3,0,1,0,0,1,0,1,1,4,5,4,1,1,4,0
0,1,1,0,18,1,0,1,0,0,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,3,0,0,0,1,0,1,1,0,0,5,3,3,1,3,4,2
0,1,1,0,18,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,2,1,0,0,0,1,1,1,0,0,1,1,1,1,1,5,0
1,0,0,1,17,1,0,1,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,4
1,0,1,0,18,0,1,0,1,0,1,3,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,7
1,0,1,0,16,0,1,1,0,0,1,4,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2
1,0,1,0,16,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,2
1,0,1,0,15,1,0,1,0,0,1,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,3,2,0,1,1,1,1,1,1,1,4,2,1,2,3,3,8
0,1,0,1,21,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,3,0,0,0,0,0,1,0,0,5,5,3,3,3,3,3
1,0,1,0,17,0,1,1,0,0,1,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,3,0,0,1,1,1,1,1,1,0,4,3,3,1,1,4,4
1,0,0,1,16,0,1,1,0,0,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,4,0,0,1,1,0,1,1,1,0,4,3,2,1,1,5,0
1,0,1,0,15,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2,0,0,1,1,0,1,1,1,0,4,4,2,1,2,5,0
1,0,1,0,16,0,1,0,1,0,1,4,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,3,2,0,0,1,0,1,1,1,1,0,5,4,3,1,2,1,2
0,1,1,0,17,1,0,1,0,0,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2,0,0,1,1,1,0,1,1,0,4,5,4,2,3,1,17
1,0,0,1,20,0,1,1,0,1,0,3,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0
1,0,0,1,17,0,1,1,0,0,1,3,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,3,0,1,0,1,1,1,1,0,5,5,5,2,4,5,16
0,1,1,0,19,1,0,1,0,0,1,2,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,0
1,0,0,1,17,0,1,1,0,0,1,4,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4
1,0,1,0,18,0,1,1,0,0,1,4,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,0,1,1,0,1,1,1,1,3,1,2,1,3,2,21
1,0,1,0,15,0,1,1,0,1,0,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,4,0,1,0,0,0,1,1,0,0,4,3,3,1,1,4,10
1,0,0,1,17,1,0,0,1,1,0,4,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,2,0,0,1,1,0,1,1,1,0,3,3,3,2,3,4,2
1,0,0,1,17,0,1,0,1,0,1,4,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,14
1,0,1,0,15,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2,2,1,1,0,0,0,1,1,1,3,3,4,2,4,5,2
1,0,0,1,16,0,1,1,0,0,1,4,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,1,4,0
1,0,1,0,17,1,0,1,0,1,0,3,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,2,4
1,0,1,0,16,0,1,1,0,0,1,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,2,0,0,1,1,0,1,1,1,1,4,4,2,1,1,3,0
1,0,1,0,16,0,1,1,0,0,1,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,2,0,1,1,0,1,1,1,0,0,5,3,2,1,1,4,4
1,0,1,0,19,0,1,0,1,0,1,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,2,1,0,1,1,0,0,1,1,1,4,2,2,1,2,1,22
1,0,0,1,15,0,1,1,0,1,0,3,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,0,0,1,1,1,1,1,1,0,5,4,4,1,1,1,0
1,0,1,0,15,1,0,1,0,0,1,3,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,2,3,2,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0
1,0,1,0,17,0,1,1,0,1,0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,6
1,0,1,0,17,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,0,0,1,1,0,0,1,0,0,4,4,4,1,3,1,4
